Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
Graduation,Couple,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,CA,43,1,1058,9.24,25.0
Graduation,Couple,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,SA,45,1,1113,9.5,21.0
Basic,Couple,7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,US,46,0,45,9.67,5.0
PhD,Couple,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,IND,51,1,1076,9.75,16.0
PhD,Couple,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,SP,45,0,257,9.76,11.0
Graduation,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,SP,71,0,1228,8.18,18.0
PhD,Couple,84117.0,0,0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,0,0,CA,66,0,1540,8.18,23.0
2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,GER,64,2,48,8.3,5.0
Master,Couple,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,SP,49,1,46,8.54,5.0
Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,SA,54,0,1203,8.6,17.0
Master,Couple,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,AUS,57,3,385,8.76,14.0
Master,Couple,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,SA,57,3,385,8.76,14.0
Graduation,Widow,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,SP,73,0,804,8.81,21.0
Graduation,Couple,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,US,49,0,1177,8.84,27.0
Master,Couple,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,SP,71,2,10,8.85,3.0
PhD,Couple,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,SP,55,2,765,8.9,21.0
Graduation,Couple,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,GER,70,2,62,8.99,6.0
Graduation,Single,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,SP,32,0,1527,9.23,27.0
PhD,Couple,82333.0,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,1,0,GER,36,0,1805,9.3,17.0
Graduation,Widow,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,1,0,SP,73,0,1376,9.38,20.0
PhD,Couple,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,SP,40,1,152,9.42,8.0
Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,IND,66,1,701,9.56,20.0
Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SA,43,1,18,9.76,4.0
Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,0,SP,43,1,18,9.76,4.0
PhD,Couple,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,SA,35,0,1214,9.79,18.0
Master,Couple,81929.0,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,1,0,AUS,46,1,1868,9.79,18.0
PhD,Couple,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,AUS,69,2,437,9.94,15.0
Master,Couple,60432.0,0,1,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,SA,49,1,390,8.35,14.0
Master,Couple,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,SP,65,2,391,8.51,14.0
Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,IND,63,1,957,8.52,14.0
2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,IND,47,1,276,8.58,11.0
PhD,Couple,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,GER,50,1,18,8.83,3.0
PhD,Couple,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,0,CA,63,3,90,9.02,6.0
Graduation,Couple,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,SP,56,1,778,9.05,21.0
Graduation,Couple,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,SP,63,1,1924,9.15,19.0
Graduation,Couple,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,1,0,CA,63,1,1924,9.15,19.0
Graduation,Couple,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,SP,67,1,89,9.18,6.0
Graduation,Divorced,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,66,3,27,9.35,4.0
Graduation,Couple,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,SP,71,1,920,9.35,23.0
Graduation,Couple,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,SP,71,1,1132,9.41,26.0
Master,Couple,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA,47,2,311,9.42,12.0
Graduation,Couple,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,SA,64,0,871,9.44,17.0
2n Cycle,Couple,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,AUS,30,0,912,9.58,17.0
Graduation,Couple,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,IND,48,1,262,9.63,11.0
Graduation,Couple,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,SP,52,1,1384,9.64,20.0
Graduation,Couple,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,SP,52,1,1372,9.65,30.0
Graduation,Couple,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,SP,43,1,13,9.88,3.0
Graduation,Couple,73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,CA,65,1,1354,9.96,20.0
2n Cycle,Couple,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,SP,49,2,39,8.1,4.0
PhD,Couple,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,SP,49,0,1920,8.13,19.0
Master,Couple,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,SP,67,2,70,8.3,6.0
Graduation,Couple,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,AUS,67,0,1332,8.64,23.0
Graduation,Couple,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,CA,34,0,2491,8.97,28.0
Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,SA,73,0,339,9.09,13.0
PhD,Couple,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,SP,76,1,345,9.18,13.0
PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,SA,64,2,444,9.21,15.0
Graduation,Couple,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,SA,69,0,2130,9.37,18.0
Graduation,Couple,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,SP,69,0,2130,9.37,18.0
Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,AUS,32,1,154,9.42,8.0
Graduation,Couple,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP,37,1,67,9.47,5.0
Graduation,Couple,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,CA,71,2,123,9.49,7.0
Graduation,Couple,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,SP,43,1,902,9.53,23.0
PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,SP,73,1,775,9.65,21.0
PhD,Couple,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,SP,44,0,1348,9.71,20.0
Graduation,Single,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,SP,31,0,176,9.82,1.0
Master,Couple,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,SA,70,1,1334,9.9,20.0
PhD,Couple,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,SP,73,1,976,8.15,24.0
PhD,Couple,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,GER,73,1,976,8.15,24.0
PhD,Couple,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,49,1,9,8.31,3.0
PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,IND,52,1,37,8.36,5.0
PhD,Couple,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,AUS,54,1,475,8.37,16.0
PhD,Couple,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,SP,46,1,116,8.51,7.0
Master,Couple,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,CA,50,1,350,8.68,13.0
Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA,44,1,1096,8.75,26.0
Master,Couple,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,CA,37,2,23,8.86,4.0
Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,IND,63,0,257,8.88,11.0
Graduation,Couple,55593.0,0,1,63,293,8,124,11,4,106,2,6,6,3,6,1,0,0,0,0,0,0,IND,49,1,440,8.9,15.0
Graduation,Couple,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,AUS,73,1,495,8.95,16.0
2n Cycle,Widow,74859.0,0,0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,CA,73,0,1492,9.12,22.0
Graduation,Divorced,40851.0,1,1,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0,CA,51,2,35,9.4,4.0
PhD,Couple,58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,US,73,1,953,9.56,14.0
Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,SP,30,1,79,9.62,7.0
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,SP,47,1,952,9.62,14.0
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,ME,47,1,952,9.62,14.0
Graduation,Couple,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,SP,48,1,1163,9.93,27.0
Graduation,Couple,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,IND,48,1,1163,9.93,27.0
Graduation,Couple,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,AUS,48,1,1163,9.93,27.0
PhD,Couple,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,SP,54,2,73,9.95,6.0
Graduation,Couple,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,SP,39,1,53,8.28,5.0
PhD,Couple,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,SA,53,1,220,8.73,10.0
PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,CA,57,1,87,8.88,6.0
PhD,Couple,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,0,SP,57,0,1492,8.88,12.0
Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,CA,67,0,1174,8.9,17.0
Master,Couple,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,SP,65,0,1084,8.91,16.0
Master,Couple,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,SP,47,1,349,8.92,13.0
Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,IND,51,2,497,9.04,16.0
Master,Couple,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,SA,57,1,489,9.05,16.0
Graduation,Couple,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,SP,62,0,1319,9.16,25.0
Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SA,54,1,777,9.24,21.0
Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,SP,54,1,777,9.24,21.0
Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,AUS,54,1,777,9.24,21.0
Master,Couple,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,SP,39,1,27,9.28,4.0
Master,Couple,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,GER,39,1,27,9.28,4.0
Master,Single,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,1,0,CA,46,0,1931,9.35,19.0
Graduation,Single,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,SA,63,2,435,9.5,15.0
Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,SP,43,1,32,9.58,5.0
PhD,Couple,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,AUS,47,0,1364,9.61,10.0
PhD,Couple,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,SP,48,2,213,9.68,10.0
Graduation,Couple,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,SP,50,2,221,9.71,10.0
Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,0,SA,56,0,92,9.82,6.0
Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,SP,45,1,36,9.94,4.0
Graduation,Couple,37085.0,1,1,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0,IND,47,2,58,8.05,6.0
Master,Couple,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,CA,56,0,119,8.07,7.0
Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,SP,51,0,7,8.16,4.0
Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,US,27,0,19,8.31,3.0
Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,27,0,19,8.31,3.0
Master,Couple,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,CA,48,0,902,8.32,13.0
Graduation,Divorced,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,AUS,50,1,57,8.44,6.0
PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,CA,46,2,55,8.65,5.0
Graduation,Couple,33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,CA,48,3,6,8.7,3.0
Graduation,Couple,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,SP,51,1,907,8.75,13.0
Graduation,Single,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,SP,53,1,1114,8.82,16.0
Master,Couple,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,1,SP,79,0,892,8.9,13.0
Graduation,Couple,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,SP,57,2,39,9.06,4.0
Master,Couple,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,CA,69,1,612,9.07,18.0
Master,Couple,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,SP,69,1,612,9.07,18.0
Graduation,Couple,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,SA,51,1,19,9.17,3.0
2n Cycle,Couple,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,IND,64,2,258,9.17,11.0
2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,SP,46,0,1194,9.18,26.0
Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,CA,56,1,35,9.22,4.0
Graduation,Couple,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,SP,60,2,222,9.23,10.0
PhD,Couple,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,44,1,17,9.23,3.0
Graduation,Couple,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,IND,62,1,35,9.31,5.0
Basic,Couple,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,SP,43,1,61,9.52,5.0
PhD,Couple,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,SP,53,1,1148,9.64,17.0
Graduation,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,0,SP,67,0,1643,9.81,21.0
Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,SA,55,1,965,9.82,24.0
PhD,Couple,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,1,0,CA,48,0,520,9.84,16.0
Graduation,Single,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,SP,42,0,269,9.88,11.0
Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,SP,53,1,551,9.9,17.0
Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,SP,29,0,1046,8.2,15.0
Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,SA,29,0,1046,8.2,15.0
2n Cycle,Couple,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,38,1,27,8.23,4.0
PhD,Couple,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,SA,36,1,17,8.41,3.0
Graduation,Single,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0,CA,41,2,39,8.64,4.0
Master,Couple,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,CA,46,2,437,8.7,15.0
Master,Couple,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,SA,46,2,437,8.7,15.0
Graduation,Couple,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,SP,52,1,257,8.72,11.0
Graduation,Couple,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,SP,71,0,1550,8.86,17.0
Graduation,Couple,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,SA,37,0,1144,9.2,16.0
Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,52,1,22,9.36,4.0
Graduation,Couple,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,IND,37,2,663,9.4,19.0
Graduation,Couple,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,1,SP,63,1,674,9.47,19.0
PhD,Couple,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,SP,38,0,1795,9.75,17.0
PhD,Couple,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,SP,37,1,1292,9.89,19.0
Master,Couple,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,SA,63,0,1892,9.96,18.0
PhD,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,SP,50,2,29,8.19,4.0
Graduation,Couple,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,SP,38,0,865,8.22,22.0
Graduation,Divorced,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,SP,57,2,42,8.47,5.0
Master,Single,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,SP,41,1,50,8.56,6.0
PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,0,SP,51,0,1667,8.69,15.0
Graduation,Single,51411.0,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,SP,52,3,1032,8.9,15.0
PhD,Couple,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,SA,52,0,1889,9.04,18.0
Master,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,SP,49,2,259,9.16,11.0
Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,SA,29,0,1046,9.25,18.0
Graduation,Couple,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,SP,39,1,46,9.32,5.0
Graduation,Couple,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,IND,39,1,46,9.32,5.0
Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,0,SA,53,1,69,9.47,6.0
Master,Couple,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,SP,71,1,887,9.5,13.0
Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,57,1,34,9.52,4.0
Graduation,Couple,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,SP,55,2,429,9.55,15.0
Graduation,Couple,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,GER,47,1,1300,9.63,9.0
Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,CA,68,0,502,9.64,16.0
Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,SP,38,1,438,9.7,15.0
Graduation,Couple,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,GER,65,2,64,8.07,5.0
Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,SP,60,1,833,8.15,22.0
Graduation,Couple,34587.0,1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,GER,69,2,20,8.17,4.0
PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,US,76,0,605,8.22,18.0
Graduation,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,SP,57,0,850,8.33,12.0
PhD,Couple,5648.0,1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,US,72,2,36,8.34,1.0
Graduation,Couple,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,SP,38,1,41,8.45,4.0
Graduation,Widow,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,0,SP,58,0,1554,8.52,13.0
Graduation,Couple,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,SA,38,1,41,8.55,7.0
Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,CA,35,0,181,8.72,9.0
Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,SA,38,1,292,8.75,12.0
Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,IND,71,1,91,8.76,6.0
2n Cycle,Couple,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,SP,58,1,563,8.85,17.0
PhD,Couple,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,CA,77,0,1039,9.16,15.0
Graduation,Couple,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,CA,45,1,151,9.21,8.0
